Cusip,State,Description,Coupon,Maturity Date,Next Call Date,Moody's Rating,S&P Rating,Price Bid,Price Ask,Yield Bid,Ask Yield to Worst,Ask Yield to Maturity,Quantity Bid(min),Quantity Ask(min),Attributes
="842400GU1","N/A","SOUTHERN CALIF      EDISON CO SER 2020B 2.25000% 06/01/2030 BOND CALL MAKE WHOLE","2.250","06/01/2030","03/01/2030","A3","A-","87.160","87.398","4.191","4.152","4.152","509(1)","100(1)",IE SFP D 
="983919AK7","N/A","XILINX INC          NOTE CALL MAKE WHOLE2.37500% 06/01/2030","2.375","06/01/2030","03/01/2030","A3","A-","91.224","91.567","3.675","3.622","3.622","50(10)","100(5)",IE SFP D 
="023135BS4","N/A","AMAZON COM INC      NOTE CALL MAKE WHOLE1.50000% 06/03/2030","1.500","06/03/2030","03/03/2030","A1","AA","87.085","87.316","3.392","3.355","3.355","100(10)","100(10)",IE SFP D 
="78486QAE1","N/A","SVB FINANCIAL GROUP NOTE CALL MAKE WHOLE3.12500% 06/05/2030","3.125","06/05/2030","03/05/2030","A3","BBB","88.223","89.005","4.956","4.826","4.826","75(2)","100(2)",IE SFP D 
="89788MAB8","N/A","TRUIST FINL CORP    SER G MTN           1.95000% 06/05/2030","1.950","06/05/2030","03/05/2030","A3","A-","86.030","86.554","4.048","3.963","3.963","250(2)","43(10)",IE SFP D 
="440452AF7","N/A","HORMEL FOODS CORP   NOTE CALL MAKE WHOLE1.80000% 06/11/2030","1.800","06/11/2030","03/11/2030","A1","A","88.251","88.706","3.526","3.454","3.454","49(10)","275(2)",IE SFP D 
="007589AD6","N/A","ADVOCATE HEALTH &HOSPS CORP         2.21100% 06/15/2030 SER 2020A BOND      CALL MAKE WHOLE","2.211","06/15/2030","03/15/2030","AA3","AA","88.962","89.604","3.851","3.749","3.749","250(250)","11(1)",IE SFP D 
="008252AP3","N/A","AFFILIATED MANAGERS GROUP NOTE          3.30000% 06/15/2030 CALL MAKE WHOLE","3.300","06/15/2030","03/15/2030","A3","BBB+","91.153","92.473","4.656","4.444","4.444","150(10)","404(2)",IE SFP D 
="26444HAJ0","N/A","DUKE ENERGY FLA LLC BOND CALL MAKE WHOLE1.75000% 06/15/2030","1.750","06/15/2030","03/15/2030","A1","A","86.331","86.880","3.775","3.687","3.687","50(15)","250(5)",IE SFP D 
="38141ED48","N/A","GOLDMAN SACHS GROUP INC MTN             5.50000% 06/15/2030","5.500","06/15/2030","--","A2","BBB+","103.466","109.381","4.967","4.102","4.102","50(1)","9(9)",IE CP SFP D SO 
="45866FAK0","N/A","INTERCONTINENTAL    EXCHANGE INC NOTE   2.10000% 06/15/2030 CALL MAKE WHOLE","2.100","06/15/2030","03/15/2030","A3","A-","87.260","87.529","4.004","3.961","3.961","285(20)","100(10)",IE SFP D 
="539830BP3","N/A","LOCKHEED MARTIN CORPNOTE CALL MAKE WHOLE1.85000% 06/15/2030","1.850","06/15/2030","03/15/2030","A3","A-","89.343","89.659","3.406","3.357","3.357","300(5)","94(2)",IE SFP D 
="559222AV6","N/A","MAGNA INTL INC      NOTE CALL MAKE WHOLE2.45000% 06/15/2030","2.450","06/15/2030","03/15/2030","A3","A-","88.869","89.011","4.121","4.098","4.098","250(5)","200(5)",IE SFP D 
="693506BS5","N/A","PPG INDS INC        NOTE CALL MAKE WHOLE2.55000% 06/15/2030","2.550","06/15/2030","03/15/2030","A3","BBB+","90.926","91.619","3.901","3.792","3.792","50(15)","350(2)",IE SFP D 
="74251VAS1","N/A","PRINCIPAL FINANCIAL GROUP INC NOTE      2.12500% 06/15/2030 CALL MAKE WHOLE","2.125","06/15/2030","03/15/2030","BAA1","A-","85.526","86.202","4.315","4.203","4.203","250(5)","250(5)",IE SFP D 
="731572AB9","N/A","RALPH LAUREN CORP   NOTE CALL MAKE WHOLE2.95000% 06/15/2030","2.950","06/15/2030","03/15/2030","A3","A-","92.211","92.762","4.119","4.033","4.033","130(2)","500(10)",IE SFP D 
="759351AP4","N/A","REINSURANCE GROUP   AMER INC NOTE       3.15000% 06/15/2030 CALL MAKE WHOLE","3.150","06/15/2030","03/15/2030","BAA1","A","90.867","91.548","4.544","4.434","4.434","100(2)","275(10)",IE SFP D 
="36158FAD2","N/A","SWISS RE SOLUTIONS  HOLDING NOTE        7.75000% 06/15/2030 CALL MAKE WHOLE","7.750","06/15/2030","N/A","A2","A","120.873","124.966","4.560","4.015","4.015","180(20)","62(1)",IE SFP D 
="17298CJL3","N/A","CITIGROUP INC       SER G MTN           2.25000% 06/19/2030","2.250","06/19/2030","06/19/2023","A3","BBB+","N/A","89.933","N/A","3.737","3.737","N/A(N/A)","10(10)",IE SFP 
="58933YAZ8","N/A","MERCK &CO INC       NOTE CALL MAKE WHOLE1.45000% 06/24/2030","1.450","06/24/2030","03/24/2030","A1","A+","86.513","86.800","3.415","3.369","3.369","250(5)","500(2)",IE SFP D 
="806854AJ4","N/A","SCHLUMBERGER INVT SANOTE CALL MAKE WHOLE2.65000% 06/26/2030","2.650","06/26/2030","03/26/2030","A2","A","91.557","91.800","3.903","3.865","3.865","250(2)","500(2)",IE SFP D 
="002824BQ2","N/A","ABBOTT LABORATORIES NOTE CALL MAKE WHOLE1.40000% 06/30/2030","1.400","06/30/2030","03/30/2030","A1","AA-","87.497","87.800","3.203","3.156","3.156","141(2)","500(2)",IE SFP D 
="00108WAM2","N/A","AEP TEX INC         SER I NOTE          2.10000% 07/01/2030 CALL MAKE WHOLE","2.100","07/01/2030","04/01/2030","BAA2","A-","85.924","86.443","4.211","4.126","4.126","500(9)","100(2)",IE SFP D 
="75513EAD3","N/A","RAYTHEON            TECHNOLOGIES CORP   2.25000% 07/01/2030 NOTE CALL MAKE WHOLE","2.250","07/01/2030","04/01/2030","BAA1","A-","89.780","89.994","3.755","3.722","3.722","250(250)","50(10)",IE SFP D 
="86562MCB4","N/A","SUMITOMO MITSUI FIN GRP INC NOTE        2.13000% 07/08/2030","2.130","07/08/2030","N/A","A1","A-","84.796","85.075","4.424","4.378","4.378","500(250)","500(200)",IE SFP D 
="084659AV3","N/A","BERKSHIRE HATHAWAY  ENERGY CO SER B NOTE3.70000% 07/15/2030 CALL MAKE WHOLE","3.700","07/15/2030","04/15/2030","A3","A-","99.858","100.050","3.721","3.692","3.692","250(10)","500(2)",IE SFP D 
="263534CP2","N/A","DU PONT E I DE      NEMOURS &CO NOTE    2.30000% 07/15/2030 CALL MAKE WHOLE","2.300","07/15/2030","04/15/2030","A3","A-","89.897","90.148","3.784","3.745","3.745","250(10)","251(2)",IE SFP D 
="46124HAD8","N/A","INTUIT              NOTE CALL MAKE WHOLE1.65000% 07/15/2030","1.650","07/15/2030","04/15/2030","A3","A-","85.423","85.967","3.792","3.705","3.705","250(10)","100(5)",IE SFP D 
="63743FA22","N/A","NATIONAL RURAL UTILSCOOP FIN            3.00000% 07/15/2030 SER INTERNOTES MTN","3.000","07/15/2030","--","A2","A-","92.674","94.955","4.081","3.735","3.735","100(5)","5(1)",IE CP SFP D SO 
="828807DK0","N/A","SIMON PPTY GROUP LP NOTE CALL MAKE WHOLE2.65000% 07/15/2030","2.650","07/15/2030","04/15/2030","A3","A-","88.416","88.851","4.392","4.322","4.322","250(5)","250(5)",IE SFP D 
="606822BU7","N/A","MITSUBISHI UFJ      FINANCIAL GROUP NOTE2.04800% 07/17/2030","2.048","07/17/2030","N/A","A1","A-","82.100","84.738","4.780","4.337","4.337","500(200)","1,000(200)",IE SFP D 
="91159HJA9","N/A","US BANCORP          MTN                 1.37500% 07/22/2030","1.375","07/22/2030","04/22/2030","A2","A+","83.085","83.512","3.862","3.792","3.792","250(250)","400(20)",IE SFP D 
="898813AS9","N/A","TUCSON ELEC PWR CO  NOTE CALL MAKE WHOLE1.50000% 08/01/2030","1.500","08/01/2030","05/01/2030","A3","A-","82.725","83.489","4.052","3.927","3.927","1,000(100)","45(10)",IE SFP D 
="046353AW8","N/A","ASTRAZENECA PLC     NOTE CALL MAKE WHOLE1.37500% 08/06/2030","1.375","08/06/2030","05/06/2030","A3","A-","86.160","86.500","3.361","3.308","3.308","500(10)","500(2)",IE SFP D 
="10373QBM1","N/A","BP CAP MKTS AMER INCNOTE CALL MAKE WHOLE1.74900% 08/10/2030","1.749","08/10/2030","05/10/2030","A2","A-","86.668","86.846","3.685","3.657","3.657","500(5)","75(1)",IE SFP D 
="74005PBT0","N/A","PRAXAIR INC         NOTE CALL MAKE WHOLE1.10000% 08/10/2030","1.100","08/10/2030","05/10/2030","A2","A","83.525","83.932","3.472","3.407","3.407","100(10)","275(2)",IE SFP D 
="66989HAR9","N/A","NOVARTIS CAPITAL    CORP NOTE           2.20000% 08/14/2030 CALL MAKE WHOLE","2.200","08/14/2030","05/14/2030","A1","AA-","92.578","92.800","3.258","3.225","3.225","200(5)","500(2)",IE SFP D 
="02079KAD9","N/A","ALPHABET INC        NOTE CALL MAKE WHOLE1.10000% 08/15/2030","1.100","08/15/2030","05/15/2030","AA2","AA+","85.620","85.940","3.140","3.090","3.090","100(10)","100(5)",IE SFP D 
="12189TAR5","N/A","BURLINGTON NORTHN   SANTA FE CP BOND    7.95000% 08/15/2030 CALL MAKE WHOLE","7.950","08/15/2030","N/A","A3","AA-","126.025","127.422","4.112","3.934","3.934","14(1)","102(5)",IE SFP D 
="126117AW0","N/A","CNA FINL CORP       NOTE CALL MAKE WHOLE2.05000% 08/15/2030","2.050","08/15/2030","05/15/2030","BAA2","A-","83.058","83.908","4.597","4.456","4.456","250(5)","50(10)",IE SFP D 
="37959EAA0","N/A","GLOBE LIFE INC      NOTE CALL MAKE WHOLE2.15000% 08/15/2030","2.150","08/15/2030","05/15/2030","BAA1","A","82.814","84.327","4.749","4.497","4.497","100(10)","220(2)",IE SFP D 
="63743FVL7","N/A","NATIONAL RURAL UTILSCOOP FIN MTN        3.50000% 08/15/2030","3.500","08/15/2030","--","A2","A-","94.745","97.243","4.274","3.900","3.900","100(5)","30(5)",IE CP SFP D SO 
="78409VAS3","N/A","S&P GLOBAL INC      NOTE CALL MAKE WHOLE1.25000% 08/15/2030","1.250","08/15/2030","05/15/2030","A3","--","83.101","83.573","3.702","3.626","3.626","250(2)","250(5)",IE SFP D 
="85434VAB4","N/A","STANFORD HEALTH CARESER 2020 BOND       3.31000% 08/15/2030 CALL MAKE WHOLE","3.310","08/15/2030","05/15/2030","AA3","AA-","94.411","97.484","4.135","3.675","3.675","25(10)","17(17)",IE SFP D 
="86944BAG8","N/A","SUTTER HEALTH       SER 2020A BOND      2.29400% 08/15/2030 CALL MAKE WHOLE","2.294","08/15/2030","02/15/2030","A1","A","87.653","89.322","4.115","3.853","3.853","100(10)","110(9)",IE SFP 
="037833DY3","N/A","APPLE INC           NOTE CALL MAKE WHOLE1.25000% 08/20/2030","1.250","08/20/2030","05/20/2030","AAA","AA+","85.650","86.034","3.295","3.236","3.236","100(10)","500(2)",IE SFP D 
="053015AF0","N/A","AUTOMATIC DATA      PROCESSING INC NOTE 1.25000% 09/01/2030 CALL MAKE WHOLE","1.250","09/01/2030","06/01/2030","AA3","AA-","85.661","85.921","3.286","3.246","3.246","50(10)","500(10)",IE SFP D 
="11575TAB4","N/A","BROWN UNIV          SER 2020A BOND      1.91400% 09/01/2030 CALL MAKE WHOLE","1.914","09/01/2030","03/01/2030","AA1","AA+","84.822","91.658","4.145","3.089","3.089","1(1)","100(10)",IE SFP D 
="231021AT3","N/A","CUMMINS INC         NOTE CALL MAKE WHOLE1.50000% 09/01/2030","1.500","09/01/2030","06/01/2030","A2","A+","85.125","85.603","3.643","3.568","3.568","100(5)","200(5)",IE SFP D 
="29157TAD8","N/A","EMORY UNIVERSITY    SER 2020A BOND      2.14300% 09/01/2030 CALL MAKE WHOLE","2.143","09/01/2030","06/01/2030","AA2","AA","87.467","90.961","3.972","3.434","3.434","125(10)","3,465(10)",IE SFP D 
="478160CQ5","N/A","JOHNSON &JOHNSON    NOTE CALL MAKE WHOLE1.30000% 09/01/2030","1.300","09/01/2030","06/01/2030","AAA","AAA","87.826","88.157","3.009","2.960","2.960","500(5)","821(10)",IE SFP D 
="81762PAE2","N/A","SERVICENOW INC      NOTE CALL MAKE WHOLE1.40000% 09/01/2030","1.400","09/01/2030","06/01/2030","BAA1","A-","81.561","81.982","4.106","4.037","4.037","75(2)","300(10)",IE SFP D 
="88034PAB5","N/A","TENCENT MUSIC       ENTERTAINMENT GROUP 2.00000% 09/03/2030 NOTE CALL MAKE WHOLEISIN #US88034PAB58","2.000","09/03/2030","06/03/2030","A2","A","N/A","80.209","N/A","5.008","5.008","N/A(N/A)","250(200)",IE SFP 
="904764BK2","N/A","UNILEVER CAP CORP   NOTE CALL MAKE WHOLE1.37500% 09/14/2030","1.375","09/14/2030","06/14/2030","A1","A+","85.270","85.662","3.474","3.413","3.413","353(100)","200(100)",IE SFP D 
="00507VAP4","N/A","ACTIVISION BLIZZARD INC NOTE            1.35000% 09/15/2030 CALL MAKE WHOLE","1.350","09/15/2030","06/15/2030","BAA1","A-","83.480","83.927","3.728","3.657","3.657","100(5)","100(5)",IE SFP D 
="010392FU7","N/A","ALABAMA PWR CO      SER 2020A NOTE      1.45000% 09/15/2030 CALL MAKE WHOLE","1.450","09/15/2030","06/15/2030","A1","A-","85.271","85.488","3.556","3.522","3.522","250(5)","100(2)",IE SFP D 
="171239AG1","N/A","CHUBB INA HLDGS INC NOTE CALL MAKE WHOLE1.37500% 09/15/2030","1.375","09/15/2030","06/15/2030","A3","A","83.500","83.851","3.753","3.697","3.697","100(10)","75(2)",IE SFP D 
="38141EH44","N/A","GOLDMAN SACHS GROUP INC MTN             4.50000% 09/15/2030","4.500","09/15/2030","--","A2","BBB+","97.341","103.107","4.898","4.050","4.050","100(1)","25(5)",IE CP SFP SO 
="695114CW6","N/A","PACIFICORP          BOND CALL MAKE WHOLE2.70000% 09/15/2030","2.700","09/15/2030","06/15/2030","A1","A+","91.877","92.426","3.876","3.793","3.793","200(2)","24(10)",IE SFP D 
="87612EBK1","N/A","TARGET CORP         NOTE CALL MAKE WHOLE2.65000% 09/15/2030","2.650","09/15/2030","06/15/2030","A2","A","93.811","94.295","3.534","3.462","3.462","150(10)","250(5)",IE SFP D 
="86562MBZ2","N/A","SUMITOMO MITSUI FIN GRP INC NOTE        2.14200% 09/23/2030","2.142","09/23/2030","N/A","A2","BBB+","82.680","83.431","4.731","4.607","4.607","235(2)","32(2)",IE SFP D 
="08652BAB5","N/A","BEST BUY INC        NOTE                1.95000% 10/01/2030","1.950","10/01/2030","07/01/2030","A3","BBB+","83.172","83.584","4.430"," 4.363","4.363","250(10)","500(5)",IE SFP D 
="15189YAF3","N/A","CENTERPOINT ENERGY  RES CORP NOTE       1.75000% 10/01/2030 CALL MAKE WHOLE","1.750","10/01/2030","07/01/2030","A3","BBB+","85.157","85.929","3.891","3.769","3.769","250(10)","250(10)",IE SFP D 
="20268JAF0","N/A","COMMONSPIRIT HEALTH SER 2020 BOND       2.78200% 10/01/2030 CALL MAKE WHOLE","2.782","10/01/2030","04/01/2030","BAA1","A-","87.800","88.737","4.591","4.442","4.442","250(10)","90(9)",IE SFP D 
="375558BY8","N/A","GILEAD SCIENCES INC NOTE CALL MAKE WHOLE1.65000% 10/01/2030","1.650","10/01/2030","07/01/2030","A3","BBB+","85.676","85.975","3.700","3.653","3.653","100(5)","500(2)",IE SFP D 
="442851AU5","N/A","HOWARD UNIV         SER 2020B BOND      2.80100% 10/01/2030 CALL MAKE WHOLE","2.801","10/01/2030","N/A","--","AA","87.663","93.500","4.634","3.732","3.732","100(10)","1,730(100)",IE SFP D 
="797440BZ6","N/A","SAN DIEGO GAS &ELEC CO SER VVV BOND     1.70000% 10/01/2030 CALL MAKE WHOLE","1.700","10/01/2030","07/01/2030","A1","A","85.760","86.092","3.741","3.689","3.689","250(10)","250(5)",IE SFP D 
="056752AT5","N/A","BAIDU INC           NOTE CALL MAKE WHOLE2.37500% 10/09/2030","2.375","10/09/2030","07/09/2030","A3","--","84.247","86.331","4.718","4.381","4.381","200(200)","380(250)",IE SFP D 
="084664CW9","N/A","BERKSHIRE HATHAWAY  FIN CORP NOTE       1.45000% 10/15/2030 CALL MAKE WHOLE","1.450","10/15/2030","07/15/2030","AA2","AA","85.295","85.670","3.532","3.474","3.474","500(250)","250(5)",IE SFP D 
="20030NCU3","N/A","COMCAST CORP NEW    NOTE CALL MAKE WHOLE4.25000% 10/15/2030","4.250","10/15/2030","07/15/2030","A3","A-","102.720","103.080","3.849","3.797","3.808","500(10)","8(8)",IE SFP D 
="291011BN3","N/A","EMERSON ELEC CO     NOTE CALL MAKE WHOLE1.95000% 10/15/2030","1.950","10/15/2030","07/15/2030","A2","A","88.350","88.932","3.604","3.516","3.516","100(10)","6(6)",IE SFP D 
="30231GBN1","N/A","EXXON MOBIL CORP    NOTE CALL MAKE WHOLE2.61000% 10/15/2030","2.610","10/15/2030","07/15/2030","AA2","AA-","93.779","94.054","3.489","3.449","3.449","250(5)","250(2)",IE SFP D 
="63743FZF6","N/A","NATIONAL RURAL UTILSCOOP FIN            3.50000% 10/15/2030 SER INTERNOTES MTN","3.500","10/15/2030","--","A2","A-","94.100","98.247"," 4.357","3.749","3.749","50(1)","25(5)",IE CP SFP D SO 
="74340XBR1","N/A","PROLOGIS L P        NOTE CALL MAKE WHOLE1.25000% 10/15/2030","1.250","10/15/2030","07/15/2030","A3","A-","83.240","83.710","3.632","3.558","3.558","250(5)","250(10)",IE SFP D 
="742718FM6","N/A","PROCTER &GAMBLE CO  NOTE CALL MAKE WHOLE1.20000% 10/29/2030","1.200","10/29/2030","N/A","AA3","AA-","85.982","86.152","3.145","3.119","3.119","50(15)","100(5)",IE SFP D 
="354613AL5","N/A","FRANKLIN RESOURCES  INC NOTE            1.60000% 10/30/2030 CALL MAKE WHOLE","1.600","10/30/2030","07/30/2030","A2","A","82.481","82.739","4.130","4.089","4.089","250(2)","1,000(2)",IE SFP D 
="53706RAK2","N/A","LITTLE CO MARY HOSP IND INC SER 2021A   2.92100% 11/01/2030 BOND","2.921","11/01/2030","--","--","A-","N/A","91.316","N/A","4.177","4.177","N/A(N/A)","1,575(100)",CP SFP 
="718172CS6","N/A","PHILIP MORRIS INTL  INC NOTE            1.75000% 11/01/2030 CALL MAKE WHOLE","1.750","11/01/2030","08/01/2030","A2","A","80.000","80.257","4.705","4.662","4.662","300(5)","500(10)",IE SFP D 
="110122DQ8","N/A","BRISTOL-MYERS SQUIBBCO NOTE             1.45000% 11/13/2030 CALL MAKE WHOLE","1.450","11/13/2030","08/13/2030","A2","A+","86.108","86.318","3.389","3.357","3.357","250(5)","500(5)",IE SFP D 
="02361DAV2","N/A","AMEREN ILL CO       BOND CALL MAKE WHOLE1.55000% 11/15/2030","1.550","11/15/2030","08/15/2030","A1","A","85.609","86.038","3.573","3.507","3.507","100(10)","200(10)",IE SFP D 
="072863AH6","N/A","BAYLOR SCOTT &WHITE HLDGS SER 2021 BOND 1.77700% 11/15/2030 CALL MAKE WHOLE","1.777","11/15/2030","05/15/2030","AA3","AA-","84.267","84.950","4.030","3.923","3.923","100(10)","480(1)",IE SFP D 
="38141EJ26","N/A","GOLDMAN SACHS GROUP INC MTN             4.25000% 11/15/2030","4.250","11/15/2030","--","A2","BBB+","95.132","100.223","4.968","4.218","4.218","100(1)","5(5)",IE CP SFP D SO 
="571748BN1","N/A","MARSH &MCLENNAN COS INC NOTE            2.25000% 11/15/2030 CALL MAKE WHOLE","2.250","11/15/2030","08/15/2030","BAA1","A-","87.975","88.523","3.968","3.884","3.884","250(10)","250(5)",IE SFP D 
="63743FZL3","N/A","NATIONAL RURAL UTILSCOOP FIN            3.50000% 11/15/2030 SER INTERS NOTE","3.500","11/15/2030","--","A2","A-","95.093","99.252","4.203","3.605","3.605","100(5)","17(5)",IE CP SFP D SO 
="477854AA1","N/A","JOHN D &CATHERINE T MACARTHUR SER 2020  1.29900% 12/01/2030 BOND CALL MAKE WHOLE","1.299","12/01/2030","09/01/2030","AAA","--","79.527","84.804","4.244","3.411","3.411","30(1)","315(5)",SFP D 
="48128GX96","N/A","JPMORGAN CHASE &CO  SER E MTN           1.55000% 12/11/2030","1.550","12/11/2030","12/11/2025","A2","A-","N/A","84.466","N/A","3.732","3.732","N/A(N/A)","10(10)",SFP 
="020002BJ9","N/A","ALLSTATE CORP       NOTE CALL MAKE WHOLE1.45000% 12/15/2030","1.450","12/15/2030","09/15/2030","A3","A-","82.829","83.106","3.873","3.830","3.830","500(2)","46(10)",IE SFP D 
="054536AA5","N/A","AXA SA              BOND                8.60000% 12/15/2030 ISIN #US054536AA57  SEDOL #7004317","8.600","12/15/2030","N/A","A2","A-","122.451","127.405","5.248","4.612","4.612","250(10)","275(15)",IE SFP D 
="12503MAC2","N/A","CBOE GLOBAL MKTS INCNOTE CALL MAKE WHOLE1.62500% 12/15/2030","1.625","12/15/2030","09/15/2030","A3","A-","83.936","84.351","3.894","3.829","3.829","1,000(2)","50(10)",IE SFP D 
="29364WBE7","N/A","ENTERGY LA LLC      BOND CALL MAKE WHOLE1.60000% 12/15/2030","1.600","12/15/2030","09/15/2030","A2","A","83.343","83.907","3.959","3.871","3.871","200(1)","100(10)",IE SFP D 
="38143CAQ4","N/A","GOLDMAN SACHS GROUP INC                 4.00000% 12/15/2030 FR","4.000","12/15/2030","--","A2","BBB+","94.776","99.109","4.758","4.126","4.126","100(10)","10(10)",IE CP SFP SO 
="718546AW4","N/A","PHILLIPS 66         NOTE CALL MAKE WHOLE2.15000% 12/15/2030","2.150","12/15/2030","09/15/2030","A3","BBB+","85.902","86.097","4.163","4.133","4.133","1,000(100)","11(2)",IE SFP D 
="06654DAD9","N/A","BANNER HEALTH       SER 2020C BOND      1.89700% 01/01/2031 CALL MAKE WHOLE","1.897","01/01/2031","07/01/2030","--","AA-","84.865","86.652","4.038","3.763","3.763","50(10)","90(1)",IE SFP D 
="89236THX6","N/A","TOYOTA MTR CR CORP  MTN CALL MAKE WHOLE 1.65000% 01/10/2031","1.650","01/10/2031","N/A","A1","A+","85.368","85.433","3.684","3.674","3.674","200(10)","250(10)",IE SFP D 
="86562MCE8","N/A","SUMITOMO MITSUI FIN GRP INC NOTE        1.71000% 01/12/2031","1.710","01/12/2031","N/A","A1","A-","80.876","81.349","4.453","4.377","4.377","500(200)","200(200)",IE SFP 
="02665WDT5","N/A","AMERICAN HONDA FIN  CORP  SER A MTN     1.80000% 01/13/2031 CALL MAKE WHOLE","1.800","01/13/2031","N/A","A3","A-","85.738","86.168","3.790","3.725","3.725","250(10)","250(5)",IE SFP D 
="254687FX9","N/A","DISNEY WALT CO      NOTE CALL MAKE WHOLE2.65000% 01/13/2031","2.650","01/13/2031","N/A","A2","BBB+","92.415","92.791","3.704","3.650","3.650","250(10)","100(5)",IE SFP D 
="04686JAC5","N/A","ATHENE HOLDING LTD  NOTE CALL MAKE WHOLE3.50000% 01/15/2031","3.500","01/15/2031","10/15/2030","BAA1","A-","87.735","88.409","5.321","5.214","5.214","250(5)","130(2)",IE SFP D 
="049560AT2","N/A","ATMOS ENERGY CORP   NOTE CALL MAKE WHOLE1.50000% 01/15/2031","1.500","01/15/2031","10/15/2030","A1","A-","83.854","84.056","3.747","3.716","3.716","100(10)","263(2)",IE SFP D 
="05348EBH1","N/A","AVALONBAY CMNTYS INCMTN CALL MAKE WHOLE 2.45000% 01/15/2031","2.450","01/15/2031","10/15/2030","A3","A-","89.622","89.978","3.904","3.851","3.851","100(10)","250(5)",IE SFP D 
="20030NDM0","N/A","COMCAST CORP NEW    NOTE CALL MAKE WHOLE1.95000% 01/15/2031","1.950","01/15/2031","10/15/2030","A3","A-","86.920","87.200","3.773","3.730","3.730","250(10)","500(2)",IE SFP D 
="24422EVL0","N/A","DEERE JOHN CAPITAL  CORP SER H MTN      1.45000% 01/15/2031","1.450","01/15/2031","--","A2","A","85.604","85.984","3.427","3.370","3.370","250(5)","100(5)",IE CP SFP D 
="534187BK4","N/A","LINCOLN NATL CORP   IND NOTE            3.40000% 01/15/2031 CALL MAKE WHOLE","3.400","01/15/2031","10/15/2030","BAA1","A-","92.819","93.228","4.428","4.367","4.367","100(10)","250(5)",IE SFP D 
="677415CT6","N/A","OHIO PWR CO         SER Q NOTE          1.62500% 01/15/2031 CALL MAKE WHOLE","1.625","01/15/2031","10/15/2030","A3","A-","84.031","84.178","3.858","3.835","3.835","130(2)","44(10)",IE SFP D 
="744448CT6","N/A","PUBLIC SERVICE CO   COLO SER 36 BOND    1.90000% 01/15/2031 CALL MAKE WHOLE","1.900","01/15/2031","07/15/2030","A1","A","88.098","88.190","3.543","3.529","3.529","50(15)","175(15)",IE SFP D 
